student_key,student_slu_id,first_name,last_name,gender,date_of_birth,email,phone,country_of_origin,visa_status,work_authorization_flag,program_code,program_name,admission_year,admission_term,graduation_term,graduation_year,gpa,linkedin_url,current_city
133,SLU00133,First133,Last133,Male,1985-12-12,student133@slu.edu,+1-314-555-0133,Nigeria,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.83,https://linkedin.com/in/student133,New York
134,SLU00134,First134,Last134,Male,1985-12-11,student134@slu.edu,+1-314-555-0134,Brazil,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.84,https://linkedin.com/in/student134,Seattle
135,SLU00135,First135,Last135,Male,1985-12-10,student135@slu.edu,+1-314-555-0135,Vietnam,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.85,https://linkedin.com/in/student135,Austin
136,SLU00136,First136,Last136,Male,1985-12-09,student136@slu.edu,+1-314-555-0136,Iran,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.86,https://linkedin.com/in/student136,Atlanta
137,SLU00137,First137,Last137,Male,1985-12-08,student137@slu.edu,+1-314-555-0137,Turkey,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.87,https://linkedin.com/in/student137,San Jose
138,SLU00138,First138,Last138,Male,1985-12-07,student138@slu.edu,+1-314-555-0138,Kenya,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.88,https://linkedin.com/in/student138,Boston
139,SLU00139,First139,Last139,Male,1985-12-06,student139@slu.edu,+1-314-555-0139,Mexico,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.89,https://linkedin.com/in/student139,Phoenix
140,SLU00140,First140,Last140,Male,1985-12-05,student140@slu.edu,+1-314-555-0140,India,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.90,https://linkedin.com/in/student140,St. Louis
141,SLU00141,First141,Last141,Male,1985-12-04,student141@slu.edu,+1-314-555-0141,USA,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.91,https://linkedin.com/in/student141,Chicago
142,SLU00142,First142,Last142,Male,1985-12-03,student142@slu.edu,+1-314-555-0142,China,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.92,https://linkedin.com/in/student142,Dallas
143,SLU00143,First143,Last143,Male,1985-12-02,student143@slu.edu,+1-314-555-0143,Nigeria,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.93,https://linkedin.com/in/student143,New York
144,SLU00144,First144,Last144,Male,1985-12-01,student144@slu.edu,+1-314-555-0144,Brazil,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.94,https://linkedin.com/in/student144,Seattle
145,SLU00145,First145,Last145,Male,1985-11-30,student145@slu.edu,+1-314-555-0145,Vietnam,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.95,https://linkedin.com/in/student145,Austin
146,SLU00146,First146,Last146,Male,1985-11-29,student146@slu.edu,+1-314-555-0146,Iran,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.96,https://linkedin.com/in/student146,Atlanta
147,SLU00147,First147,Last147,Male,1985-11-28,student147@slu.edu,+1-314-555-0147,Turkey,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.97,https://linkedin.com/in/student147,San Jose
148,SLU00148,First148,Last148,Male,1985-11-27,student148@slu.edu,+1-314-555-0148,Kenya,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.98,https://linkedin.com/in/student148,Boston
149,SLU00149,First149,Last149,Male,1985-11-26,student149@slu.edu,+1-314-555-0149,Mexico,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.99,https://linkedin.com/in/student149,Phoenix
150,SLU00150,First150,Last150,Male,1985-11-25,student150@slu.edu,+1-314-555-0150,India,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,4.00,https://linkedin.com/in/student150,St. Louis
151,SLU00151,First151,Last151,Male,1985-11-24,student151@slu.edu,+1-314-555-0151,USA,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,2.50,https://linkedin.com/in/student151,Chicago
152,SLU00152,First152,Last152,Male,1985-11-23,student152@slu.edu,+1-314-555-0152,China,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,2.51,https://linkedin.com/in/student152,Dallas
153,SLU00153,First153,Last153,Male,1985-11-22,student153@slu.edu,+1-314-555-0153,Nigeria,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,2.52,https://linkedin.com/in/student153,New York
154,SLU00154,First154,Last154,Male,1985-11-21,student154@slu.edu,+1-314-555-0154,Brazil,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,2.53,https://linkedin.com/in/student154,Seattle
155,SLU00155,First155,Last155,Male,1985-11-20,student155@slu.edu,+1-314-555-0155,Vietnam,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,2.54,https://linkedin.com/in/student155,Austin
156,SLU00156,First156,Last156,Male,1985-11-19,student156@slu.edu,+1-314-555-0156,Iran,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,2.55,https://linkedin.com/in/student156,Atlanta
157,SLU00157,First157,Last157,Male,1985-11-18,student157@slu.edu,+1-314-555-0157,Turkey,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,2.56,https://linkedin.com/in/student157,San Jose
158,SLU00158,First158,Last158,Male,1985-11-17,student158@slu.edu,+1-314-555-0158,Kenya,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,2.57,https://linkedin.com/in/student158,Boston
159,SLU00159,First159,Last159,Male,1985-11-16,student159@slu.edu,+1-314-555-0159,Mexico,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,2.58,https://linkedin.com/in/student159,Phoenix
160,SLU00160,First160,Last160,Male,1985-11-15,student160@slu.edu,+1-314-555-0160,India,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,2.59,https://linkedin.com/in/student160,St. Louis
161,SLU00161,First161,Last161,Male,1985-11-14,student161@slu.edu,+1-314-555-0161,USA,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,2.60,https://linkedin.com/in/student161,Chicago
162,SLU00162,First162,Last162,Male,1985-11-13,student162@slu.edu,+1-314-555-0162,China,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,2.61,https://linkedin.com/in/student162,Dallas
163,SLU00163,First163,Last163,Male,1985-11-12,student163@slu.edu,+1-314-555-0163,Nigeria,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,2.62,https://linkedin.com/in/student163,New York
164,SLU00164,First164,Last164,Male,1985-11-11,student164@slu.edu,+1-314-555-0164,Brazil,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,2.63,https://linkedin.com/in/student164,Seattle
165,SLU00165,First165,Last165,Male,1985-11-10,student165@slu.edu,+1-314-555-0165,Vietnam,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,2.64,https://linkedin.com/in/student165,Austin
166,SLU00166,First166,Last166,Male,1985-11-09,student166@slu.edu,+1-314-555-0166,Iran,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,2.65,https://linkedin.com/in/student166,Atlanta
167,SLU00167,First167,Last167,Male,1985-11-08,student167@slu.edu,+1-314-555-0167,Turkey,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,2.66,https://linkedin.com/in/student167,San Jose
168,SLU00168,First168,Last168,Male,1985-11-07,student168@slu.edu,+1-314-555-0168,Kenya,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,2.67,https://linkedin.com/in/student168,Boston
169,SLU00169,First169,Last169,Male,1985-11-06,student169@slu.edu,+1-314-555-0169,Mexico,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,2.68,https://linkedin.com/in/student169,Phoenix
170,SLU00170,First170,Last170,Male,1985-11-05,student170@slu.edu,+1-314-555-0170,India,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,2.69,https://linkedin.com/in/student170,St. Louis
171,SLU00171,First171,Last171,Male,1985-11-04,student171@slu.edu,+1-314-555-0171,USA,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,2.70,https://linkedin.com/in/student171,Chicago
172,SLU00172,First172,Last172,Male,1985-11-03,student172@slu.edu,+1-314-555-0172,China,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,2.71,https://linkedin.com/in/student172,Dallas
173,SLU00173,First173,Last173,Male,1985-11-02,student173@slu.edu,+1-314-555-0173,Nigeria,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,2.72,https://linkedin.com/in/student173,New York
174,SLU00174,First174,Last174,Male,1985-11-01,student174@slu.edu,+1-314-555-0174,Brazil,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,2.73,https://linkedin.com/in/student174,Seattle
175,SLU00175,First175,Last175,Male,1985-10-31,student175@slu.edu,+1-314-555-0175,Vietnam,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,2.74,https://linkedin.com/in/student175,Austin
176,SLU00176,First176,Last176,Male,1985-10-30,student176@slu.edu,+1-314-555-0176,Iran,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,2.75,https://linkedin.com/in/student176,Atlanta
177,SLU00177,First177,Last177,Male,1985-10-29,student177@slu.edu,+1-314-555-0177,Turkey,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,2.76,https://linkedin.com/in/student177,San Jose
178,SLU00178,First178,Last178,Male,1985-10-28,student178@slu.edu,+1-314-555-0178,Kenya,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,2.77,https://linkedin.com/in/student178,Boston
179,SLU00179,First179,Last179,Male,1985-10-27,student179@slu.edu,+1-314-555-0179,Mexico,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,2.78,https://linkedin.com/in/student179,Phoenix
180,SLU00180,First180,Last180,Male,1985-10-26,student180@slu.edu,+1-314-555-0180,India,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,2.79,https://linkedin.com/in/student180,St. Louis
181,SLU00181,First181,Last181,Male,1985-10-25,student181@slu.edu,+1-314-555-0181,USA,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,2.80,https://linkedin.com/in/student181,Chicago
182,SLU00182,First182,Last182,Male,1985-10-24,student182@slu.edu,+1-314-555-0182,China,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,2.81,https://linkedin.com/in/student182,Dallas
183,SLU00183,First183,Last183,Male,1985-10-23,student183@slu.edu,+1-314-555-0183,Nigeria,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,2.82,https://linkedin.com/in/student183,New York
184,SLU00184,First184,Last184,Male,1985-10-22,student184@slu.edu,+1-314-555-0184,Brazil,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,2.83,https://linkedin.com/in/student184,Seattle
185,SLU00185,First185,Last185,Male,1985-10-21,student185@slu.edu,+1-314-555-0185,Vietnam,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,2.84,https://linkedin.com/in/student185,Austin
186,SLU00186,First186,Last186,Male,1985-10-20,student186@slu.edu,+1-314-555-0186,Iran,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,2.85,https://linkedin.com/in/student186,Atlanta
187,SLU00187,First187,Last187,Male,1985-10-19,student187@slu.edu,+1-314-555-0187,Turkey,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,2.86,https://linkedin.com/in/student187,San Jose
188,SLU00188,First188,Last188,Male,1985-10-18,student188@slu.edu,+1-314-555-0188,Kenya,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,2.87,https://linkedin.com/in/student188,Boston
189,SLU00189,First189,Last189,Male,1985-10-17,student189@slu.edu,+1-314-555-0189,Mexico,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,2.88,https://linkedin.com/in/student189,Phoenix
190,SLU00190,First190,Last190,Male,1985-10-16,student190@slu.edu,+1-314-555-0190,India,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,2.89,https://linkedin.com/in/student190,St. Louis
191,SLU00191,First191,Last191,Male,1985-10-15,student191@slu.edu,+1-314-555-0191,USA,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,2.90,https://linkedin.com/in/student191,Chicago
192,SLU00192,First192,Last192,Male,1985-10-14,student192@slu.edu,+1-314-555-0192,China,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,2.91,https://linkedin.com/in/student192,Dallas
193,SLU00193,First193,Last193,Male,1985-10-13,student193@slu.edu,+1-314-555-0193,Nigeria,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,2.92,https://linkedin.com/in/student193,New York
194,SLU00194,First194,Last194,Male,1985-10-12,student194@slu.edu,+1-314-555-0194,Brazil,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,2.93,https://linkedin.com/in/student194,Seattle
195,SLU00195,First195,Last195,Male,1985-10-11,student195@slu.edu,+1-314-555-0195,Vietnam,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,2.94,https://linkedin.com/in/student195,Austin
196,SLU00196,First196,Last196,Male,1985-10-10,student196@slu.edu,+1-314-555-0196,Iran,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,2.95,https://linkedin.com/in/student196,Atlanta
197,SLU00197,First197,Last197,Male,1985-10-09,student197@slu.edu,+1-314-555-0197,Turkey,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,2.96,https://linkedin.com/in/student197,San Jose
198,SLU00198,First198,Last198,Male,1985-10-08,student198@slu.edu,+1-314-555-0198,Kenya,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,2.97,https://linkedin.com/in/student198,Boston
199,SLU00199,First199,Last199,Male,1985-10-07,student199@slu.edu,+1-314-555-0199,Mexico,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,2.98,https://linkedin.com/in/student199,Phoenix
200,SLU00200,First200,Last200,Male,1985-10-06,student200@slu.edu,+1-314-555-0200,India,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,2.99,https://linkedin.com/in/student200,St. Louis
201,SLU00201,First201,Last201,Male,1985-10-05,student201@slu.edu,+1-314-555-0201,USA,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.00,https://linkedin.com/in/student201,Chicago
202,SLU00202,First202,Last202,Male,1985-10-04,student202@slu.edu,+1-314-555-0202,China,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.01,https://linkedin.com/in/student202,Dallas
203,SLU00203,First203,Last203,Male,1985-10-03,student203@slu.edu,+1-314-555-0203,Nigeria,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.02,https://linkedin.com/in/student203,New York
204,SLU00204,First204,Last204,Male,1985-10-02,student204@slu.edu,+1-314-555-0204,Brazil,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.03,https://linkedin.com/in/student204,Seattle
205,SLU00205,First205,Last205,Male,1985-10-01,student205@slu.edu,+1-314-555-0205,Vietnam,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.04,https://linkedin.com/in/student205,Austin
206,SLU00206,First206,Last206,Male,1985-09-30,student206@slu.edu,+1-314-555-0206,Iran,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.05,https://linkedin.com/in/student206,Atlanta
207,SLU00207,First207,Last207,Male,1985-09-29,student207@slu.edu,+1-314-555-0207,Turkey,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.06,https://linkedin.com/in/student207,San Jose
208,SLU00208,First208,Last208,Male,1985-09-28,student208@slu.edu,+1-314-555-0208,Kenya,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.07,https://linkedin.com/in/student208,Boston
209,SLU00209,First209,Last209,Male,1985-09-27,student209@slu.edu,+1-314-555-0209,Mexico,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.08,https://linkedin.com/in/student209,Phoenix
210,SLU00210,First210,Last210,Male,1985-09-26,student210@slu.edu,+1-314-555-0210,India,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.09,https://linkedin.com/in/student210,St. Louis
211,SLU00211,First211,Last211,Male,1985-09-25,student211@slu.edu,+1-314-555-0211,USA,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.10,https://linkedin.com/in/student211,Chicago
212,SLU00212,First212,Last212,Male,1985-09-24,student212@slu.edu,+1-314-555-0212,China,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.11,https://linkedin.com/in/student212,Dallas
213,SLU00213,First213,Last213,Male,1985-09-23,student213@slu.edu,+1-314-555-0213,Nigeria,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.12,https://linkedin.com/in/student213,New York
214,SLU00214,First214,Last214,Male,1985-09-22,student214@slu.edu,+1-314-555-0214,Brazil,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.13,https://linkedin.com/in/student214,Seattle
215,SLU00215,First215,Last215,Male,1985-09-21,student215@slu.edu,+1-314-555-0215,Vietnam,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.14,https://linkedin.com/in/student215,Austin
216,SLU00216,First216,Last216,Male,1985-09-20,student216@slu.edu,+1-314-555-0216,Iran,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.15,https://linkedin.com/in/student216,Atlanta
217,SLU00217,First217,Last217,Male,1985-09-19,student217@slu.edu,+1-314-555-0217,Turkey,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.16,https://linkedin.com/in/student217,San Jose
218,SLU00218,First218,Last218,Male,1985-09-18,student218@slu.edu,+1-314-555-0218,Kenya,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.17,https://linkedin.com/in/student218,Boston
219,SLU00219,First219,Last219,Male,1985-09-17,student219@slu.edu,+1-314-555-0219,Mexico,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.18,https://linkedin.com/in/student219,Phoenix
220,SLU00220,First220,Last220,Male,1985-09-16,student220@slu.edu,+1-314-555-0220,India,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.19,https://linkedin.com/in/student220,St. Louis
221,SLU00221,First221,Last221,Male,1985-09-15,student221@slu.edu,+1-314-555-0221,USA,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.20,https://linkedin.com/in/student221,Chicago
222,SLU00222,First222,Last222,Male,1985-09-14,student222@slu.edu,+1-314-555-0222,China,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,3.21,https://linkedin.com/in/student222,Dallas
223,SLU00223,First223,Last223,Male,1985-09-13,student223@slu.edu,+1-314-555-0223,Nigeria,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.22,https://linkedin.com/in/student223,New York
224,SLU00224,First224,Last224,Male,1985-09-12,student224@slu.edu,+1-314-555-0224,Brazil,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.23,https://linkedin.com/in/student224,Seattle
225,SLU00225,First225,Last225,Male,1985-09-11,student225@slu.edu,+1-314-555-0225,Vietnam,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.24,https://linkedin.com/in/student225,Austin
226,SLU00226,First226,Last226,Male,1985-09-10,student226@slu.edu,+1-314-555-0226,Iran,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.25,https://linkedin.com/in/student226,Atlanta
227,SLU00227,First227,Last227,Male,1985-09-09,student227@slu.edu,+1-314-555-0227,Turkey,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.26,https://linkedin.com/in/student227,San Jose
228,SLU00228,First228,Last228,Male,1985-09-08,student228@slu.edu,+1-314-555-0228,Kenya,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.27,https://linkedin.com/in/student228,Boston
229,SLU00229,First229,Last229,Male,1985-09-07,student229@slu.edu,+1-314-555-0229,Mexico,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.28,https://linkedin.com/in/student229,Phoenix
230,SLU00230,First230,Last230,Male,1985-09-06,student230@slu.edu,+1-314-555-0230,India,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.29,https://linkedin.com/in/student230,St. Louis
231,SLU00231,First231,Last231,Male,1985-09-05,student231@slu.edu,+1-314-555-0231,USA,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.30,https://linkedin.com/in/student231,Chicago
232,SLU00232,First232,Last232,Male,1985-09-04,student232@slu.edu,+1-314-555-0232,China,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.31,https://linkedin.com/in/student232,Dallas
233,SLU00233,First233,Last233,Male,1985-09-03,student233@slu.edu,+1-314-555-0233,Nigeria,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.32,https://linkedin.com/in/student233,New York
234,SLU00234,First234,Last234,Male,1985-09-02,student234@slu.edu,+1-314-555-0234,Brazil,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.33,https://linkedin.com/in/student234,Seattle
235,SLU00235,First235,Last235,Male,1985-09-01,student235@slu.edu,+1-314-555-0235,Vietnam,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.34,https://linkedin.com/in/student235,Austin
236,SLU00236,First236,Last236,Male,1985-08-31,student236@slu.edu,+1-314-555-0236,Iran,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.35,https://linkedin.com/in/student236,Atlanta
237,SLU00237,First237,Last237,Male,1985-08-30,student237@slu.edu,+1-314-555-0237,Turkey,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.36,https://linkedin.com/in/student237,San Jose
